run_name,scales,best_epoch,best_val_auc,threshold,test_accuracy,test_balanced_accuracy,test_precision,test_recall,test_f1,test_mcc,test_roc_auc
multi_20_60_ma1_vol1,"[20, 60]",3,0.5751331626287556,0.4599999999999999,0.47465099191770754,0.5202497541658915,0.43358278765201125,0.8089005235602095,0.5645554202192449,0.04870907612151666,0.5494586112809065
