sample_id,prob_up,label_up,pred_tail,correct_tail,forward_return,foreground_heat,background_heat,focus_group,contract,anchor_ts
17994,0.762550413608551,1,1,1,0.001437718980306979,0.041138701140880585,0.9588612914085388,background_focused,SiZ5,2025-11-05 16:45:00
17995,0.7612860798835754,1,1,1,0.0009066183136898776,0.03568289428949356,0.9643170833587646,background_focused,SiZ5,2025-11-05 17:00:00
18003,0.2738238275051117,0,0,1,-0.008042798314152222,0.08370456844568253,0.9162954092025757,background_focused,SiZ5,2025-11-06 08:45:00
18004,0.25680011510849,0,0,1,-0.006256883176608663,0.08888770639896393,0.911112368106842,background_focused,SiZ5,2025-11-06 09:00:00
18005,0.35108068585395813,0,0,1,-0.004008671325283708,0.09222758561372757,0.9077723622322083,background_focused,SiZ5,2025-11-06 09:15:00
18006,0.3302707374095917,0,0,1,-0.00528109440711555,0.09652992337942123,0.9034702181816101,background_focused,SiZ5,2025-11-06 09:30:00
18008,0.3093000650405884,0,0,1,-0.003232758620689613,0.10009010136127472,0.8999099135398865,background_focused,SiZ5,2025-11-06 10:00:00
18165,0.7625303268432617,1,1,1,0.0028518848033540767,0.05734851583838463,0.9426515102386475,background_focused,SiZ5,2025-11-12 09:15:00
18166,0.7632080912590027,1,1,1,0.002986420926887501,0.05785190686583519,0.9421481490135193,background_focused,SiZ5,2025-11-12 09:30:00
18168,0.7748450636863708,0,1,0,-0.0014363443818241617,0.05422817915678024,0.9457717537879944,background_focused,SiZ5,2025-11-12 10:00:00
18207,0.34066498279571533,0,0,1,-0.005248635722607142,0.08388276398181915,0.9161170721054077,background_focused,SiZ5,2025-11-13 09:30:00
18224,0.35626083612442017,1,0,0,0.005158764358971224,0.07284989953041077,0.9271500706672668,background_focused,SiZ5,2025-11-13 13:45:00
18271,0.789045512676239,0,1,0,-0.0012584763882949046,0.05619329214096069,0.9438067674636841,background_focused,SiZ5,2025-11-14 15:15:00
18273,0.7943131923675537,0,1,0,-0.0011241721449692932,0.054488979279994965,0.945510983467102,background_focused,SiZ5,2025-11-14 15:45:00
18274,0.8200660347938538,0,1,0,-0.0012947830016978301,0.05569501221179962,0.9443050026893616,background_focused,SiZ5,2025-11-14 16:00:00
18275,0.8138689994812012,1,1,1,0.0011138447227017068,0.03444959968328476,0.9655503630638123,background_focused,SiZ5,2025-11-14 16:15:00
18277,0.7903209328651428,1,1,1,0.0009548642990928613,0.03308602049946785,0.9669138789176941,background_focused,SiZ5,2025-11-14 16:45:00
18282,0.8172542452812195,1,1,1,0.000513635807753543,0.03305549919605255,0.9669445753097534,background_focused,SiZ5,2025-11-14 18:00:00
18284,0.8152739405632019,1,1,1,0.000770227645059629,0.0327027328312397,0.9672971963882446,background_focused,SiZ5,2025-11-14 18:30:00
18285,0.803477942943573,1,1,1,0.0004401785168428596,0.03480354696512222,0.9651963114738464,background_focused,SiZ5,2025-11-14 18:45:00
18286,0.3476041853427887,1,0,0,0.0015999022960428988,0.03751801699399948,0.9624819755554199,background_focused,SiZ5,2025-11-17 08:45:00
18490,0.7618843913078308,0,1,0,-0.006655929942877226,0.049277231097221375,0.9507228136062622,background_focused,SiZ5,2025-11-24 08:45:00
18872,0.7619248032569885,1,1,1,0.01093737660901839,0.06602494418621063,0.933975100517273,background_focused,SiZ5,2025-12-05 12:00:00
18873,0.7740294337272644,1,1,1,0.010512189666741278,0.0670262798666954,0.9329737424850464,background_focused,SiZ5,2025-12-05 12:15:00
18874,0.8050051927566528,1,1,1,0.0075103909086127185,0.0641910657286644,0.9358088970184326,background_focused,SiZ5,2025-12-05 12:30:00
18875,0.7816251516342163,1,1,1,0.008588714980928502,0.06073933467268944,0.9392606616020203,background_focused,SiZ5,2025-12-05 12:45:00
18876,0.8079213500022888,1,1,1,0.006302134042049268,0.06140069663524628,0.9385992884635925,background_focused,SiZ5,2025-12-05 13:00:00
18877,0.8281744718551636,1,1,1,0.005332632823274341,0.0592627115547657,0.9407373070716858,background_focused,SiZ5,2025-12-05 13:15:00
18878,0.8193336129188538,1,1,1,0.002777777777777768,0.06185052543878555,0.9381494522094727,background_focused,SiZ5,2025-12-05 13:30:00
18879,0.8005757331848145,0,1,0,-0.0024892155712814557,0.060500722378492355,0.9394992589950562,background_focused,SiZ5,2025-12-05 13:45:00
18880,0.7973290681838989,0,1,0,-0.0039064534611177315,0.06057305634021759,0.9394269585609436,background_focused,SiZ5,2025-12-05 14:00:00
18881,0.8012130856513977,0,1,0,-0.005466751503031997,0.060285087674856186,0.9397149085998535,background_focused,SiZ5,2025-12-05 14:15:00
18882,0.7817332744598389,0,1,0,-0.004420119343222284,0.05523953586816788,0.9447604417800903,background_focused,SiZ5,2025-12-05 14:30:00
18945,0.3494165539741516,1,0,0,0.006136408051592657,0.08923517912626266,0.9107648134231567,background_focused,SiZ5,2025-12-09 09:45:00
19038,0.3110206723213196,1,0,0,0.0009181119593515419,0.05062899366021156,0.9493709206581116,background_focused,SiZ5,2025-12-11 12:30:00
19039,0.23695237934589386,1,0,0,0.003187120505908192,0.05188500136137009,0.9481149911880493,background_focused,SiZ5,2025-12-11 12:45:00
19040,0.35099491477012634,1,0,0,0.0031634402097195924,0.053600434213876724,0.9463995695114136,background_focused,SiZ5,2025-12-11 13:00:00
19085,0.3408631980419159,0,0,1,-0.007329357522301239,0.06506676971912384,0.9349331855773926,background_focused,SiZ5,2025-12-12 14:00:00
19086,0.3438032567501068,0,0,1,-0.004948381100700838,0.06748104095458984,0.9325188398361206,background_focused,SiZ5,2025-12-12 14:15:00
19087,0.33193308115005493,0,0,1,-0.0036549983043822065,0.07399775087833405,0.9260022640228271,background_focused,SiZ5,2025-12-12 14:30:00
19088,0.34148380160331726,0,0,1,-0.004433169653509483,0.07370340824127197,0.9262965321540833,background_focused,SiZ5,2025-12-12 14:45:00
