sample_id,prob_up,label_up,pred_tail,correct_tail,forward_return,foreground_heat_dilated,background_heat,price_foreground_heat,volume_foreground_heat,recent_right_edge_heat,focus_group,contract,anchor_ts
17344,0.3807995915412903,1,0,0,0.0007157047841162001,0.000184345364687033,0.9998157024383545,0.000184345364687033,0.0,0.006512424908578396,background_focused,SiZ5,2025-10-24 17:30:00
17345,0.3797062635421753,0,0,1,-0.0005178536200434181,0.00025484655634500086,0.9997451901435852,0.00025484655634500086,0.0,0.008628101088106632,background_focused,SiZ5,2025-10-24 17:45:00
17346,0.3800978660583496,0,0,1,-0.000801094418220627,0.00018120826280210167,0.999818742275238,0.00018120826280210167,0.0,0.007761917542666197,background_focused,SiZ5,2025-10-24 18:00:00
17347,0.3782026171684265,0,0,1,-0.0009369298288870453,0.0002530637721065432,0.9997469186782837,0.0002530637721065432,0.0,0.011804327368736267,background_focused,SiZ5,2025-10-24 18:15:00
17348,0.3773653507232666,1,0,0,0.0010245395743839758,0.0005869922460988164,0.999413013458252,0.0005869922460988164,0.0,0.013577019795775414,background_focused,SiZ5,2025-10-24 18:30:00
17496,0.5793998837471008,0,1,0,-0.0023851246105919266,0.4473908245563507,0.5526092052459717,0.4473908245563507,0.0,0.02476201206445694,background_focused,SiZ5,2025-10-30 14:30:00
17498,0.5793182253837585,0,1,0,-0.0019708508722839913,0.4488639831542969,0.5511360764503479,0.4488639831542969,0.0,0.028395721688866615,background_focused,SiZ5,2025-10-30 15:00:00
17499,0.5793244242668152,0,1,0,-0.0015342092125610884,0.4673311412334442,0.5326688289642334,0.4673311412334442,0.0,0.02803788334131241,background_focused,SiZ5,2025-10-30 15:15:00
17501,0.5805498957633972,0,1,0,-0.0004877632397234377,0.4730120003223419,0.5269879698753357,0.4730120003223419,0.0,0.025939524173736572,background_focused,SiZ5,2025-10-30 15:45:00
17503,0.5837160348892212,1,1,1,0.002714932126696823,0.4700070023536682,0.5299928784370422,0.4700070023536682,0.0,0.023383039981126785,background_focused,SiZ5,2025-10-30 16:15:00
17504,0.5831109285354614,1,1,1,0.0026401672105900165,0.4761379063129425,0.5238621830940247,0.4761379063129425,0.0,0.02525164932012558,background_focused,SiZ5,2025-10-30 16:30:00
17505,0.5790334343910217,1,1,1,0.0014520340678918497,0.4813428223133087,0.5186572074890137,0.4813428223133087,0.0,0.02391185611486435,background_focused,SiZ5,2025-10-30 16:45:00
17507,0.5778185725212097,1,1,1,0.0034106328618754844,0.4927321970462799,0.5072677731513977,0.4927321970462799,0.0,0.017349742352962494,background_focused,SiZ5,2025-10-30 17:15:00
17634,0.3833613097667694,1,0,0,0.00327662100004944,0.0009192352299578488,0.9990807175636292,0.0009192352299578488,0.0,0.013744708150625229,background_focused,SiZ5,2025-11-03 18:15:00
18879,0.578034520149231,0,1,0,-0.003269390333007216,0.3865571618080139,0.6134428977966309,0.3865571618080139,0.0,0.019271977245807648,background_focused,SiZ5,2025-12-17 13:00:00
18880,0.5802860260009766,0,1,0,-0.0004964010920823769,0.38156232237815857,0.618437647819519,0.38156232237815857,0.0,0.024408187717199326,background_focused,SiZ5,2025-12-17 13:15:00
18882,0.5790808200836182,1,1,1,0.001303959068103877,0.3847463130950928,0.6152536273002625,0.3847463130950928,0.0,0.022533807903528214,background_focused,SiZ5,2025-12-17 13:45:00
18883,0.5838735103607178,1,1,1,0.0015420392225138357,0.4027585983276367,0.5972414016723633,0.4027585983276367,0.0,0.020557604730129242,background_focused,SiZ5,2025-12-17 14:00:00
18884,0.588744044303894,0,1,0,-0.00177408349357977,0.40377649664878845,0.5962235331535339,0.40377649664878845,0.0,0.018658461049199104,background_focused,SiZ5,2025-12-17 14:15:00
18885,0.5926274061203003,0,1,0,-0.0010920688499770348,0.40548694133758545,0.5945130586624146,0.40548694133758545,0.0,0.02016569674015045,background_focused,SiZ5,2025-12-17 14:30:00
18886,0.5944914221763611,1,1,1,0.0011073783750155108,0.40862321853637695,0.591376781463623,0.40862321853637695,0.0,0.01852428913116455,background_focused,SiZ5,2025-12-17 14:45:00
18887,0.5943620800971985,1,1,1,0.0018428589216785696,0.44259580969810486,0.5574041604995728,0.44259580969810486,0.0,0.016361836344003677,background_focused,SiZ5,2025-12-17 15:00:00
18888,0.5968088507652283,1,1,1,0.002467935534532506,0.46674421429634094,0.5332557559013367,0.46674421429634094,0.0,0.014154092408716679,background_focused,SiZ5,2025-12-17 15:15:00
18889,0.598775327205658,1,1,1,0.0005225830533781561,0.4733605682849884,0.526639461517334,0.4733605682849884,0.0,0.01423518918454647,background_focused,SiZ5,2025-12-17 15:30:00
18890,0.5992128252983093,1,1,1,0.0005474883969789346,0.46654945611953735,0.5334505438804626,0.46654945611953735,0.0,0.01788107305765152,background_focused,SiZ5,2025-12-17 15:45:00
18891,0.5993492007255554,1,1,1,0.0013204609156025615,0.46977099776268005,0.5302289724349976,0.46977099776268005,0.0,0.013578780926764011,background_focused,SiZ5,2025-12-17 16:00:00
18892,0.5960555672645569,1,1,1,0.002818060525954902,0.48216867446899414,0.5178312659263611,0.48216867446899414,0.0,0.016875792294740677,background_focused,SiZ5,2025-12-17 16:15:00
18893,0.5922123193740845,1,1,1,0.003992115571745725,0.4572497606277466,0.5427501797676086,0.4572497606277466,0.0,0.01536442618817091,background_focused,SiZ5,2025-12-17 16:30:00
18894,0.5902937054634094,1,1,1,0.0035905747413040867,0.4621778428554535,0.5378223061561584,0.4621778428554535,0.0,0.018159199506044388,background_focused,SiZ5,2025-12-17 16:45:00
18895,0.5893563628196716,1,1,1,0.0028563232010776485,0.4604274332523346,0.5395725965499878,0.4604274332523346,0.0,0.016974948346614838,background_focused,SiZ5,2025-12-17 17:00:00
18896,0.5835831165313721,1,1,1,0.0031327225980379847,0.4603094458580017,0.5396905541419983,0.4603094458580017,0.0,0.017790190875530243,background_focused,SiZ5,2025-12-17 17:15:00
18897,0.5814740657806396,1,1,1,0.0024694437515588863,0.45408162474632263,0.5459184646606445,0.45408162474632263,0.0,0.01621698960661888,background_focused,SiZ5,2025-12-17 17:30:00
18898,0.5781201124191284,1,1,1,0.001332320603653292,0.4638805687427521,0.5361194014549255,0.4638805687427521,0.0,0.01846335269510746,background_focused,SiZ5,2025-12-17 17:45:00
