sample_id,prob_up,label_up,pred_tail,correct_tail,forward_return,foreground_heat_dilated,background_heat,price_foreground_heat,volume_foreground_heat,recent_right_edge_heat,focus_group,contract,anchor_ts
16959,0.2850398123264313,0,0,1,-0.006503887798851804,0.015065928921103477,0.9849340319633484,0.007855020463466644,0.007210909388959408,0.0,background_focused,SiZ5,2025-10-13 13:30:00
16960,0.28407877683639526,0,0,1,-0.005490909090909102,0.015352961607277393,0.9846470355987549,0.008283243514597416,0.00706971762701869,0.0022590956650674343,background_focused,SiZ5,2025-10-13 13:45:00
16961,0.28136491775512695,0,0,1,-0.006908923420038349,0.016959380358457565,0.9830406904220581,0.00994946714490652,0.007009912747889757,0.008229183964431286,background_focused,SiZ5,2025-10-13 14:00:00
16962,0.28085267543792725,0,0,1,-0.005870295576659523,0.018522489815950394,0.9814774990081787,0.010348733514547348,0.008173754438757896,0.007118456996977329,background_focused,SiZ5,2025-10-13 14:15:00
16963,0.2776430547237396,0,0,1,-0.00825224482871445,0.0166418869048357,0.9833580255508423,0.009383142925798893,0.007258743979036808,0.00885205902159214,background_focused,SiZ5,2025-10-13 14:30:00
16964,0.2780691981315613,0,0,1,-0.0078001041628816825,0.019323552027344704,0.9806764125823975,0.011695239692926407,0.007628313265740871,0.012869064696133137,background_focused,SiZ5,2025-10-13 14:45:00
16965,0.2726324796676636,0,0,1,-0.006762079036343183,0.023107537999749184,0.9768924713134766,0.014459831640124321,0.008647706359624863,0.016871746629476547,background_focused,SiZ5,2025-10-13 15:00:00
16966,0.27348461747169495,0,0,1,-0.008076038261290663,0.023585161194205284,0.9764149188995361,0.01401583943516016,0.009569321759045124,0.020008085295557976,background_focused,SiZ5,2025-10-13 15:15:00
16967,0.27242887020111084,0,0,1,-0.006702867809265212,0.02672760933637619,0.973272442817688,0.016094250604510307,0.010633357800543308,0.024683866649866104,background_focused,SiZ5,2025-10-13 15:30:00
16968,0.27456632256507874,0,0,1,-0.007152902381067805,0.027349742129445076,0.9726502895355225,0.015816856175661087,0.01153288409113884,0.02645505592226982,background_focused,SiZ5,2025-10-13 15:45:00
16969,0.27504074573516846,0,0,1,-0.007237328613512117,0.031067293137311935,0.9689327478408813,0.01841171644628048,0.012655575759708881,0.0255727581679821,background_focused,SiZ5,2025-10-13 16:00:00
16970,0.28370100259780884,0,0,1,-0.005584421890933777,0.026844512671232224,0.9731554985046387,0.017566915601491928,0.00927759800106287,0.02044057846069336,background_focused,SiZ5,2025-10-13 16:15:00
17333,0.2858915627002716,0,0,1,-0.011668312666886171,0.0929902121424675,0.9070098400115967,0.08060751855373383,0.012382688000798225,0.008047054521739483,background_focused,SiZ5,2025-10-24 14:45:00
17334,0.2857985496520996,0,0,1,-0.009923952980237516,0.08382114768028259,0.9161788821220398,0.07080810517072678,0.01301304530352354,0.005753478966653347,background_focused,SiZ5,2025-10-24 15:00:00
17335,0.28354009985923767,0,0,1,-0.006845289118561859,0.09472989290952682,0.9052700400352478,0.08047942072153091,0.01425047405064106,0.00045375575427897274,background_focused,SiZ5,2025-10-24 15:15:00
17336,0.2823936939239502,0,0,1,-0.007194068563877942,0.08451518416404724,0.9154847264289856,0.07176090031862259,0.012754279188811779,0.0001737553538987413,background_focused,SiZ5,2025-10-24 15:30:00
17337,0.28211647272109985,0,0,1,-0.00724052738435943,0.08838893473148346,0.9116110801696777,0.07425408065319061,0.014134847559034824,0.0012679536594077945,background_focused,SiZ5,2025-10-24 15:45:00
17338,0.2824825346469879,0,0,1,-0.0077502322624810605,0.08515819162130356,0.9148418307304382,0.07129475474357605,0.013863446190953255,0.004000075161457062,background_focused,SiZ5,2025-10-24 16:00:00
17339,0.2829822897911072,0,0,1,-0.0070209773102563044,0.09109240770339966,0.9089075326919556,0.07883081585168839,0.012261594645678997,0.007394798565655947,background_focused,SiZ5,2025-10-24 16:15:00
17340,0.28128546476364136,0,0,1,-0.006468051744414005,0.09281198680400848,0.9071880578994751,0.08560455590486526,0.007207419723272324,0.007432563230395317,background_focused,SiZ5,2025-10-24 16:30:00
17341,0.28142601251602173,0,0,1,-0.0026173507004177976,0.06545835733413696,0.934541642665863,0.0588754378259182,0.006582917179912329,0.010744298808276653,background_focused,SiZ5,2025-10-24 16:45:00
17342,0.28358030319213867,0,0,1,-0.001636157858478482,0.06482404470443726,0.9351759552955627,0.057333871722221375,0.007490170653909445,0.016130195930600166,background_focused,SiZ5,2025-10-24 17:00:00
17343,0.2854156792163849,0,0,1,-0.001783825012917406,0.07352236658334732,0.9264776110649109,0.065892793238163,0.007629573345184326,0.01751292683184147,background_focused,SiZ5,2025-10-24 17:15:00
17496,0.6044414639472961,0,1,0,-0.0023851246105919266,0.003783698193728924,0.996216356754303,0.003783698193728924,0.0,0.08768795430660248,background_focused,SiZ5,2025-10-30 14:30:00
17497,0.605032742023468,0,1,0,-0.0012429323454864472,0.01041299756616354,0.9895869493484497,0.01041299756616354,0.0,0.05319830775260925,background_focused,SiZ5,2025-10-30 14:45:00
17498,0.6058335900306702,0,1,0,-0.0019708508722839913,0.014542689546942711,0.9854573011398315,0.014542689546942711,0.0,0.05829393118619919,background_focused,SiZ5,2025-10-30 15:00:00
17499,0.6058981418609619,0,1,0,-0.0015342092125610884,0.005564630962908268,0.9944353699684143,0.005564630962908268,0.0,0.05499093979597092,background_focused,SiZ5,2025-10-30 15:15:00
17501,0.6050203442573547,0,1,0,-0.0004877632397234377,0.002938299672678113,0.9970617294311523,0.002938299672678113,0.0,0.0008990929927676916,background_focused,SiZ5,2025-10-30 15:45:00
17503,0.6056072115898132,1,1,1,0.002714932126696823,0.0009243385284207761,0.9990756511688232,0.0009243385284207761,0.0,0.0,background_focused,SiZ5,2025-10-30 16:15:00
