role,coverage,rows_kept,tail_low_thr,tail_high_thr,accuracy,balanced_accuracy,precision,recall,f1,mcc,tail_q_each_side,source
strict_best_score,0.020096762188314105,54,0.08135445952415467,0.8668545949459076,0.8333333333333334,0.8337912087912087,0.8148148148148148,0.8461538461538461,0.8301886792452831,0.667124384994991,0.01,single_I120_ma0_vol0
best_multiscale,0.020096762188314105,54,0.3835131418704987,0.5775671422481536,0.7962962962962963,0.8068181818181819,0.7037037037037037,0.8636363636363636,0.7755102040816326,0.6030226891555273,0.01,multi_gated_20_60_120_ma0_vol0
best_rich_fullimage,0.020096762188314105,54,0.28734236776828764,0.6017000532150268,0.7777777777777778,0.7922077922077921,0.6666666666666666,0.8571428571428571,0.75,0.5698028822981898,0.01,multi_gated_20_60_120_ma1_vol1
